"";"index";"all_text";"vuln"
"5611";"3739";"update user search update user search from 0 41 to 0 50";"bad"
"5612";"12685";"fixed typo in upgrade description git svn id http mantisbt svn sourceforge net svnroot mantisbt trunk 3895 f5dc347c c33d 0410 90a0 b07cc1902cb9";"good"
"5613";"7796";"changelog entry signed off by marc delisle marc infomarc info";"good"
"5614";"5824";"bug 4579 security x vulnerability in zoom search page signed off by madhura jayaratne madhura cj gmail com";"bad"
"5615";"4249";"improved parameter appending";"bad"
"5616";"11317";"merge fix for configuring non default auth plugins properly into stable grizzly";"good"
"5617";"2372";"secunia 81800 1 samsumg_load_raw secunia 81800 2 find_green secunia 81800 3 rollei_load_raw remove_trailing_spaces isspace doe not work right with signed non latin char secunia 81800 5 6 nikon_coolscan_load_raw secunia 81800 4 rollei_load_raw";"bad"
"5618";"12694";"merge branch j433866 coordinate";"good"
"5619";"9539";"j cs update generated file";"good"
"5620";"3850";"http github com imagemagick imagemagick issue 576";"bad"
"5621";"7253";"doc http fix enum name for status code 416 gh 11689";"good"
"5622";"1894";"fix 10296 heap out of bound read in java_switch_op";"bad"
"5623";"1974";"set length modifier for group and desc nntp_add_group par a line controlled by the connected nntp server restrict the maximum length read into the stack buffer group and desc";"bad"
"5624";"5931";"fixed some x problem github issue 173";"bad"
"5625";"12345";"fix x with cfg sqp fmttype text";"good"
"5626";"4226";"bug 14857 prevent x in event s url field";"bad"
"5627";"4457";"fix for security issue";"bad"
"5628";"4883";"fix a security issue in radius_get_vendor_attr the underlying rad_get_vendor_attr function assumed that it would always be given valid vsa data indeed the buffer length wasn t even passed in the assumption wa that the length field within the vsa structure would be valid this could result in denial of service by providing a length that would be beyond the memory limit or potential arbitrary memory access by providing a length greater than the actual data given rad_get_vendor_attr ha been changed to require the raw data length be provided and this is then used to check that the vsa is valid conflict radlib_vs h";"bad"
"5629";"3371";"remove offset pointer optimization in inftrees c inftrees c wa subtracting an offset from a pointer to an array in order to provide a pointer that allowed indexing starting at the offset this is not compliant with the c standard for which the behavior of a pointer decremented before it allocated memory is undefined per the recommendation of a security audit of the zlib code by trail of bit and trustinsoft in support of the mozilla foundation this tiny optimization wa removed in order to avoid the possibility of undefined behavior";"bad"
"5630";"9285";"avoid de serialization of xthis handler";"good"
"5631";"6703";"fixed possible sql injection vulnerability thanks to fabio carretto";"good"
"5632";"8290";"merge pull request 1221 from privacyidea branch 2 23 branch 2 23";"good"
"5633";"3556";"don t use finalization to cleanup dynamic method reflection c use a reference queue to cleanup dynamic method instead of finalization runtime c shutdown the dynamic method queue before runtime cleanup begin dynamicmethod c no longer finalizable icall def h remove unused dynamic method icall fix 660422";"bad"
"5634";"6842";"decompileaction prevent heap buffer overflow and underflow with using opcode";"good"
"5635";"7202";"panfrost properly undo pm_runtime_enable when deferring a probe when deferring the probe because of a missing regulator we were calling pm_runtime_disable even if pm_runtime_enable wasn t called move the call to pm_runtime_disable to the right place fix 635430797d3f drm panfrost rework runtime pm initialization reported by chen yu tsai wen csie org cc robin murphy robin murphy arm com signed off by tomeu vizoso tomeu vizoso collabora com reviewed by robin murphy robin murphy arm com reviewed by steven price steven price arm com signed off by rob herring robh kernel org link http patchwork freedesktop org patch msgid 20191023122157 32067 1 tomeu vizoso collabora com";"good"
"5636";"12331";"can not use redirector for setup we currently have no reasonable way to protect it there";"good"
"5637";"725";"fix failing chmod call on installation for suidubins suidubins should be suidusbins since these binary are installed prefix sbin this historically hasn t broken the build because chmod of newgidmap newuidmap succeeds causing make to think the command succeeded configuring shadow with with fcaps remove these final two entry and expose the chmod failure to make";"bad"
"5638";"5424";"prevent x via _get param for controller action originally fixed in 2 2 x via http github com modxcms revolution commit 77463eb6a8090f474b04fdc1b72225cb93c558ea wa reverted somehow should address 11966";"bad"
"5639";"12455";"dev add plugin base to view data";"good"
"5640";"2445";"scsi libsas fix memory leak in sas_smp_get_phy_events we ve got a memory leak with the following producer while true do cat sys class sas_phy phy 1 0 12 invalid_dword_count dev null done the buffer req is allocated and not freed after we return fix it fix 2908d778ab3e scsi aic94xx new driver signed off by jason yan yanaijie huawei com cc john garry john garry huawei com cc chenqilin chenqilin2 huawei com cc chenxiang chenxiang66 hisilicon com reviewed by christoph hellwig hch lst de reviewed by hannes reinecke hare suse com signed off by martin k petersen martin petersen oracle com";"bad"
"5641";"10417";"cve 2017 13022 ip add bound check to ip_printroute this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture";"good"
"5642";"6864";"small update of readme md";"good"
"5643";"8657";"merge tag pci v4 19 fix 1 of git git kernel org pub scm linux kernel git helgaas pci pull pci fix from bjorn helgaas add tyrel datwyler a maintainer for ppc64 rpa hotplug tyrel datwyler add gustavo pimentel a designware pci maintainer joao pinto fix a switchtec spectre v1 vulnerability gustavo a r silva revert an unnecessary intel 300 ac quirk mika westerberg fix pciehp hot add powerfault detection that left indicator in wrong state keith busch fix pci_reset_bus logic error dennis dalessandro revert ib hfi1 pci reset change that caused a deadlock dennis dalessandro allow enabling pasid on root complex integrated endpoint felix kuehling tag pci v4 19 fix 1 of git git kernel org pub scm linux kernel git helgaas pci pci fix enabling of pasid on rc integrated endpoint ib hfi1 pci allow bus reset while probing pci fix faulty logic in pci_reset_bus pci pciehp fix hot add v powerfault detection order switchtec fix spectre v1 vulnerability revert pci add ac quirk for intel 300 series maintainer add gustavo pimentel a designware pci maintainer maintainer add entry for ppc64 rpa pci hotplug driver";"good"
"5644";"6214";"add form security token to prevent csrf issue cleaned up tag view output a bit git svn id http mantisbt svn sourceforge net svnroot mantisbt trunk 5316 f5dc347c c33d 0410 90a0 b07cc1902cb9";"bad"
"5645";"12936";"date combo selector wasn t translating month name";"good"
"5646";"8171";"provide config file field for enable user in ldap backend bug1067516 docimpact change id i1ee9a1e2505cdd8c9ee8acba5c0e89a4f25c7262";"good"
"5647";"9726";"introduced jas_fast32_asl jas_fast32_asr and friend in order to pull all undefined behavior for left and right shift of negative integer into a small number of place and provide a mean to have ubsan ignore this ugliness";"good"
"5648";"5782";"merge pull request 297 from phpmyadmin security 296 sql injection in searchcontroller";"bad"
"5649";"9595";"udf don t bother with full page write optimisation in adinicb case it would get converted to regular if such had been attempted signed off by al viro viro zeniv linux org uk signed off by jan kara jack suse cz";"good"
"5650";"11084";"opus_rc rename total_bits_used to total_bits and define some constant signed off by rostislav pehlivanov atomnuker gmail com";"good"
"5651";"10089";"net set a separate lockdep class for neighbour table s proxy_queue otherwise the following calltrace will lead to a wrong lockdep warning neigh_proxy_process lock neigh_table proxy_queue lock arp_redo via tbl proxy_redo arp_process neigh_event_ns neigh_update skb_queue_purge lock neighbor arp_queue lock this is not a deadlock actually a neighbor table s proxy_queue and the neighbor s arp_queue are different queue lockdep think there is a deadlock a both queue are initialized with skb_queue_head_init and thus have a common class signed off by david s miller davem davemloft net";"good"
"5652";"7767";"news add entry for last commit";"good"
"5653";"9128";"release version";"good"
"5654";"595";"stream fix syn_sent rst fin injection rst injection during the syn_sent state could trick suricata into marking a session a closed the way this wa done is using invalid tsecr value in rst ack packet the ack wa needed to force linux into considering the tsecr value and compare it to the tsval from the syn packet the second work only against window the client would not use a tsval but the rst packet would window will reject this but suricata considered the rst valid and triggered the closed logic this patch address both when the syn packet used timestamp support the timestamp of incoming packet is validated otherwise packet responding should not have a timestamp bug 3286 reported by nicolas adba";"bad"
"5655";"2115";"rolling code for version 2 21";"bad"
"5656";"9761";"better fix security vulnerability in editor preview reported by fyth";"good"
"5657";"2691";"security cross protocol scripting protection this is an attempt at mitigating problem due to cross protocol scripting an attack targeting service using line oriented protocol like redis that can accept http request a valid protocol by discarding the invalid part and accepting the payload sent for example via a post request for this to be effective when we detect post and host and terminate the connection asynchronously the networking code wa modified in order to never process further input it wa later verified that in a pipelined request containing a post command the successive command are not executed";"bad"
"5658";"6103";"fix x on filter edit page cve 2018 14504 teun beijers reported a cross site scripting x vulnerability in the edit filter page which allows execution of arbitrary code if csp setting permit it when displaying a filter with a crafted name prevent the attack by sanitizing the filter name before display fix 24608";"bad"
"5659";"7989";"don t store the output of bytevector touint in int use uint instead";"good"
"5660";"4218";"send reminder about visible issue only 25713 patch by felix schäfer git svn id http svn redmine org redmine trunk 16557 e93f8b46 1217 0410 a6f0 8f06a7374b81";"bad"
"5661";"321";"update author thanks to zanderchang for identifying some bad code in the kid page loading";"bad"
"5662";"13010";"fix reset search button issue 4068 fix 4067";"good"
"5663";"8189";"merge pull request 1013 from pmorie dev cron merged by openshift bot";"good"
"5664";"6010";"fixed issue security persistent x in the attribute of a token dev this persistent x wa exploitable in display response table";"bad"
"5665";"10836";"use repo location for python rhsm dependency";"good"
"5666";"2375";"reject broken crafted nokiaraw file";"bad"
"5667";"2239";"fix acl_file being ignore for default listener if with per_listener_settings close 1073 thanks to jef driesen bug http github com eclipse mosquitto issue 1073";"bad"
"5668";"1049";"check if auth_user is set fix a crash if password packet appears before startup packet 42";"bad"
"5669";"882";"merge pull request 411 from serac ca 1429 ldap filter encoding ca 1429 escape input into ldap filter expression";"bad"
"5670";"12506";"make tableexists use try and catch prop dragooon fix to saving response git svn id file user shitiz downloads lssvn source limesurvey_yii 12057 b72ed6b6 b9f8 46b5 92b4 906544132732";"good"
"5671";"9957";"bump version 1 3 4 1 4 0";"good"
"5672";"473";"fix for url sanitization that can lead to cross site scripting x attack prop irsdl sstoqnov whyisjake built from http develop svn wordpress org trunk 45997 git svn id http core svn wordpress org trunk 45808 1a063a9b 81f0 0310 95a4 ce76da25c4cd";"bad"
"5673";"11286";"usb option add tp link hsupa modem ma180 the driver description file give these name to the vendor specific function on this modem diagnostics vid_2357 pid_0201 mi_00 nmea vid_2357 pid_0201 mi_01 modem vid_2357 pid_0201 mi_03 networkcard vid_2357 pid_0201 mi_04 reported by thomas schäfer tschaefer t online de signed off by bjørn mork bjorn mork no cc stable stable vger kernel org signed off by greg kroah hartman gregkh linuxfoundation org";"good"
"5674";"11241";"xen fix error handling path if xen_allocate_irq_dynamic fails it is possible that the call to xen_allocate_irq_dynamic return negative number other than 1 reviewed by david vrabel david vrabel citrix com signed off by wei liu wei liu2 citrix com signed off by konrad rzeszutek wilk konrad wilk oracle com";"good"
"5675";"11815";"merge branch for 3 16 of git linux nfs org bfields linux pull nfsd update from bruce field the largest piece is a long overdue rewrite of the xdr code to remove some annoying limitation for example there wa no way to return acls larger than 4k and readdir result were returned only in 4k chunk limiting performance on large directory also part of neil brown s work to make nfs work reliably over the loopback interface so client and server can run on the same machine without deadlock the rest of it is coming through other tree cleanup and bugfixes for some of the server rdma code from steve wise various cleanup of nfsv4 state code in preparation for an overhaul of the locking from jeff trond and benny smaller bugfixes and cleanup from christoph hellwig and kinglong mee thanks to everyone this summer look likely to be busier than usual for knfsd hopefully we won t break it too badly testing definitely welcomed for 3 16 of git linux nfs org bfields linux 100 commits nfsd4 fix free_stateid lockowner leak svcrdma fence local_inv work request svcrdma refactor marshalling logic nfsd don t halt scanning the drc lru list when there s an rc_inprog entry nfs4 remove unused change_security_label nfsd4 kill read64 nfsd4 kill read32 nfsd4 simplify server xdr next_page use nfsd4 hash deleg stateid only on successful nfs4_set_delegation nfsd4 rename recall_lock to state_lock nfsd remove unneeded zeroing of field in nfsd4_proc_compound nfsd fix setting of nfs4_oo_confirmed in nfsd4_open nfsd4 use recall_lock for delegation hashing nfsd fix laundromat next run time calculation nfsd make nfsd4_encode_fattr static sunrpc nfsd remove using of dprintk with kern_warning nfsd remove unused function nfsd_read_file nfsd getattr for fattr4_word0_files_avail need the statfs buffer nfsd error out when getting more than one fsloc secinfo uuid nfsd using type of uint32_t for ex_nflavors instead of int";"good"
"5676";"11134";"merge pull request 6 from froznshiva master fix german translation";"good"
"5677";"11543";"strengthen case to generate unique secret token";"good"
"5678";"7958";"fix trace_get_cred_via_tkt_ext format string";"good"
"5679";"10953";"bpf introduce bpf_f_allow_override flag if bpf_f_allow_override flag is used in bpf_prog_attach command to the given cgroup the descendent cgroup will be able to override effective bpf program that wa inherited from this cgroup by default it s not passed therefore override is disallowed example 1 prog x attached to a with default prog y fails to attach to a b and a b c everything under a run prog x 2 prog x attached to a with allow_override prog y fails to attach to a b with default non override prog m attached to a b with allow_override everything under a b run prog m only 3 prog x attached to a with allow_override prog y fails to attach to a with default the user ha to detach first to switch the mode in the future this behavior may be extended with a chain of non overridable program also fix the bug where detach from cgroup where nothing is attached wa not throwing error return enoent in such case add several testcases and adjust libbpf fix 3007098494be cgroup add support for ebpf program signed off by alexei starovoitov ast kernel org acked by daniel borkmann daniel iogearbox net acked by tejun heo tj kernel org acked by daniel mack daniel zonque org signed off by david s miller davem davemloft net";"good"
"5680";"3631";"scsi disk commonize iovec creation between read and writes also consistently use qiov size instead of iov iov_len signed off by paolo bonzini pbonzini redhat com signed off by kevin wolf kwolf redhat com";"bad"
"5681";"12807";"add missing csrf check on avatar upload form";"good"
"5682";"55";"changelog for redirect check and update cve for 5 7 6";"bad"
"5683";"1635";"fix oc_filesystem isvalidpath when using instead of in path";"bad"
"5684";"3141";"fixed overflow";"bad"
"5685";"7068";"fix double free in bin relocs";"good"
"5686";"11841";"lzo properly check for overrun the lzo decompressor can if given some really crazy data possibly overrun some variable type modify the checking logic to properly detect overrun before they happen reported by don a bailey donb securitymouse com tested by don a bailey donb securitymouse com cc stable stable vger kernel org signed off by greg kroah hartman gregkh linuxfoundation org";"good"
"5687";"6645";"merge pull request 624 from atlcto master add div pow matrix function";"good"
"5688";"12454";"dev replaced jquery cookie call with j cookie call";"good"
"5689";"11918";"merge pull request 213 from xhezairi develop extended and improved xml rpc api";"good"
"5690";"4979";"security shellwords escape attachment file name to prevent remote code injection merge peristent temp file and fix quotation of shellwords escaped string s returnded returned conflict doc hook txt lib sup message_chunks rb";"bad"
"5691";"11820";"merge pull request 72 from battags casc 223 casc 223 backwards compatibility for initializing sign out handler in filter";"good"
"5692";"7394";"add file via upload";"good"
"5693";"10679";"revert hid multitouch support alp ptp stick with pid 0x120a this reverts commit fcaa4a07d2a4b541e91da7a55d8b3331f96d1865 a noted by masaki 1 0x120a trackpoint will not be used in mass production machine so remove the id accordingly 1 http www spinics net list linux input msg53222 html signed off by kai heng feng kai heng feng canonical com acked by benjamin tissoires benjamin tissoires redhat com signed off by jiri kosina jkosina suse cz";"good"
"5694";"8320";"fix translation of country for gb";"good"
"5695";"13031";"fix h1 report 99452 cross site request forgery csrf an undisclosed user ha reported via hackerone that the password recovery form in revive adserver wa vulnerable to csrf attack such vulnerability could be exploited to send a large number of password recovery email to the registered user especially in conjunction with a bug that caused recovery email to be sent to all the user at once both issue have been fixed a cve id ha been requested but not assigned yet cwe cwe 352 cvssv2 5 av n ac l au n c n i n a p";"good"
"5696";"898";"merge pull request 3316 from bantu ticket 13531 ticket 13531 explicitly disallow trailing path e g path_info";"bad"
"5697";"4017";"avformat mxfdec fix do issue in mxf_read_index_entry_array fix 20170829a mxf co author 张洪亮 望初 wangchu zhl alibaba inc com found by xiaohei and wangchu from alibaba security team signed off by michael niedermayer michael niedermayer cc";"bad"
"5698";"6319";"fix 0008808 testlink v1 9 19 1 bypass security fix for x at index php";"bad"
"5699";"10530";"fix dn parsing without attr or value 119 fix 114";"good"
"5700";"1242";"reject reply to dns ptr request that contain invalid character fix issue 1033 reported by ping86";"bad"
"5701";"9735";"linux 4 9 rc2";"good"
"5702";"3111";"sasl disallow beginning and space anywhere in authenticate parameter this is a fix for a security vulnerability all charybdis user must apply this fix if you support sasl on your server or unload m_sasl so in the meantime";"bad"
"5703";"5330";"2 1 20";"bad"
"5704";"2002";"kwaj_read_headers fix handling of non terminated string";"bad"
"5705";"932";"fix for cve 2015 2141 thanks to evgeny sidorov for reporting squaring to satisfy jacobi requirement suggested by jpm";"bad"
"5706";"2301";"fix some overflow due to strcpy fix 1184 1186 1187 among other thing";"bad"
"5707";"555";"regression grouping thread message 18042";"bad"
"5708";"5136";"security fix do not allow access to rest api without valid token in request header see http haacked com archive 2009 06 25 json hijacking aspx";"bad"
"5709";"1100";"fix script and code that use well known tmp file";"bad"
"5710";"13023";"mail html fixed an issue when displaying html message and the underlying storage object is missing now the plaintext is displayed a a seamless fallback previously these message were appearing blank or with a cryptic xml header";"good"
"5711";"10247";"point release to 2 4 2";"good"
"5712";"4472";"check type to avoid invalid read writes";"bad"
"5713";"8689";"avoid returning chm file entry that are blank because they have embedded null byte";"good"
"5714";"1876";"escape invalid query params fix 1428";"bad"
"5715";"7116";"update recording php";"good"
"5716";"7072";"extend yaw bound range to allow restricted range that cross 180deg";"good"
"5717";"11516";"merge pull request 12 from kashivreddy master added sethostname command feature";"good"
"5718";"12778";"upgraded to 1 9 12";"good"
"5719";"8526";"for 4 9 3 cve 2018 14466 rx fix an over read bug in rx_cache_insert and rx_cache_find properly read the serviceid field of the rx_header structure a a 16 bit integer when those function tried to read 32 bit the extra 16 bit could be outside of the bound checked in rx_print for the rx_header structure a serviceid is the last field in that structure this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s";"good"
"5720";"4960";"bug weave fix issue with temporary directory usage";"bad"
"5721";"4856";"security fix completed for issue 162 ref cve 2013 2023";"bad"
"5722";"1804";"security fix 1519";"bad"
"5723";"9509";"update news";"good"
"5724";"7573";"a a save package data turn off reading data from root directory making copy of file from arbitrary root directory is not secure related 1211835 signed off by jakub filak jfilak redhat com";"good"
"5725";"12811";"version v5 1 updated";"good"
"5726";"105";"v1 3 11 securiser var_memotri";"bad"
"5727";"11822";"fix unlikely null dereference in mk_cred if krb5_encrypt_keyhelper return an error the ciphertext structure may contain a non zero length but it will already have freed the pointer to it data making encrypt_credencpart s subsequent attempt to clear and free the memory fail remove that logic based on a patch from jatin nansi cherry picked from commit 476284de8dc9a52b5544445cb1b316a417ae88f0 ticket 7948 version_fixed 1 12 2 status resolved";"good"
"5728";"5905";"fix x on delimiter in tbl_sql php";"bad"
"5729";"3495";"remove usage of the eval function 58 remove usage of the eval function update formulajs module";"bad"
"5730";"8164";"mm hotplug correctly setup fallback zonelists when creating new pgdat when hotadd_new_pgdat is called to create new pgdat for a new node a fallback zonelist should be created for the new node there s code to try to achieve that in hotadd_new_pgdat a below the node we allocated ha no zone fallback list for avoiding to access not initialized zonelist build here mutex_lock zonelists_mutex build_all_zonelists pgdat null mutex_unlock zonelists_mutex but it doesn t work a expected when hotadd_new_pgdat is called the new node is still in offline state because node_set_online nid hasn t been called yet and build_all_zonelists only build zonelists for online node a for_each_online_node nid pg_data_t pgdat node_data nid build_zonelists pgdat build_zonelist_cache pgdat though we hope to create zonelist for the new pgdat but it doesn t so add a new parameter pgdat the build_all_zonelists to build pgdat for the new pgdat too signed off by jiang liu liuj97 gmail com signed off by xishi qiu qiuxishi huawei com cc mel gorman mgorman suse de cc michal hocko mhocko suse cz cc minchan kim minchan kernel org cc rusty russell rusty rustcorp com au cc yinghai lu yinghai kernel org cc tony luck tony luck intel com cc kamezawa hiroyuki kamezawa hiroyu jp fujitsu com cc kosaki motohiro kosaki motohiro jp fujitsu com cc david rientjes rientjes google com cc keping chen chenkeping huawei com signed off by andrew morton akpm linux foundation org signed off by linus torvalds torvalds linux foundation org";"good"
"5731";"6075";"x prevent agent directory x this address a vulnerability where an agent can perform x via the agent directory s request query string this sanitizes the request params so the code will be escaped and not executed in the browser";"bad"
"5732";"338";"do not allow zip file to have upward relative path section";"bad"
"5733";"7395";"crash in wkbundleframegetparentframe when called inside didremoveframefromhierarchy http bug webkit org show_bug cgi id 194641 reviewed by geoffrey garen source webkit fixed the bug by adding a null check to webframe parentframe webprocess webpage webframe cpp webkit webframe parentframe const tool added a call to wkbundleframegetparentframe to an existing test for didremoveframefromhierarchy so that the test would fail without this fix testwebkitapi test webkit didremoveframefromhiearchyinpagecache_bundle cpp testwebkitapi didremoveframefromhierarchycallback git svn id http svn webkit org repository webkit trunk 241500 268f45cc cd09 0410 ab3c d52691b4dbfc";"good"
"5734";"8146";"unit test replication_dump extend unit test coverage to glance replicator s replication_dump method change id i91928c2f73e5394782652af58ab4790b1ecc6844";"good"
"5735";"12457";"fixed issue 11533 slider with any initial value canot be mandatory slider_user_no_action_ always 0";"good"
"5736";"11278";"bugfix quixplorer print error on 0 file download quixplorer know show an error message when no item ha been selected while using the download selected function";"good"
"5737";"9295";"alsa usb audio fix mixer ctl regression of native instrument device the commit da6d276957ea alsa usb audio add resume support for native instrument control brought a regression where the native instrument audio device don t get the correct value at update due to the missing shift at writing this patch address it fix da6d276957ea alsa usb audio add resume support for native instrument control reported and tested by owen williams owilliams mixxx org cc stable vger kernel org signed off by takashi iwai tiwai suse de";"good"
"5738";"834";"oauth2 use html template in fallback endpoint 1202 signed off by aeneasr aeneas ory sh";"bad"
"5739";"4264";"key add missing permission check for request_key destination when the request_key syscall is not passed a destination keyring it link the requested key if constructed into the default request key keyring this should require write permission to the keyring however there is actually no permission check this can be abused to add key to any keyring to which only search permission is granted this is because search permission allows joining the keyring keyctl_set_reqkey_keyring key_reqkey_defl_session_keyring then will set the default request key keyring to the session keyring then request_key can be used to add key to the keyring both negatively and positively instantiated key can be added using this method adding negative key is trivial adding a positive key is a bit trickier it requires that either sbin request key positively instantiates the key or that another thread add the key to the process keyring at just the right time such that request_key miss it initially but then find it in construct_alloc_key fix this bug by checking for write permission to the keyring in construct_get_dest_keyring when the default keyring is being used we don t do the permission check for non default keyrings because that wa already done by the earlier call to lookup_user_key also request_key_and_link is currently passed a struct key rather than a key_ref_t so the possessed bit is unavailable we also don t do the permission check for the requestor keyring to continue to support the use case described by commit 8bbf4976b59f key alter use of key instantiation link to keyring argument where sbin request key recursively call request_key to add key to the original requestor s destination keyring i don t know of any user who actually do that though fix 3e30148c3d52 patch key make request key create an authorisation key cc stable vger kernel org v2 6 13 signed off by eric biggers ebiggers google com signed off by david howells dhowells redhat com";"bad"
"5740";"7268";"update dialplans php";"good"
"5741";"6378";"new disabled browser autocomplete function for captcha input field new gallery placeholder pic_description pic_size and pic_hits are accessible in pic list too new gallery add pic name to page title in detail view bug security element_tellafriend wa vulnerable for x attack and html injection in sent mail";"bad"
"5742";"2169";"avoid returning chm file entry that are blank because they have embedded null byte";"bad"
"5743";"5408";"v8 interrupt must not mask stack overflow backport of http codereview chromium org 339883002";"bad"
"5744";"3947";"cve 2017 13034 pgm add a bound check this fix a buffer over read discovered by bhargava shastry sect tu berlin add a test using the capture file supplied by the reporter s modified so the capture file won t be rejected a an invalid capture move a return to make the code a bit cleaner i e make it more obvious that if we don t have enough of the pgm header we just print the source and destination ip address mark it a incomplete pgm and don t try to look at the pgm header";"bad"
"5745";"6538";"fix x vulnerability in vbscript and data text link handling 1488850";"bad"
"5746";"6338";"frame php fix multiple x from show and scale parameter and enforce csp fix 2448 fix 2449 and fix 2447";"bad"
"5747";"4414";"ieee802154 atusb do not use the stack for buffer to make them dma able from 4 9 we should really avoid using the stack here a this will not be dma able on various platform this change the buffer already being present in time of 4 9 being released this should go into stable a well reported by dan carpenter dan carpenter oracle com cc stable vger kernel org signed off by stefan schmidt stefan osg samsung com signed off by marcel holtmann marcel holtmann org";"bad"
"5748";"9094";"bump version";"good"
"5749";"8090";"fix security issue in all cgi script clwarn cgi patch from zoltan borbely andrew kft";"good"
"5750";"683";"bpo 35766 merge typed_ast back into cpython gh 11645";"bad"
"5751";"5369";"do some random sanity checking for stratum message parsing";"bad"
"5752";"9785";"revert fix uninitialised value for i and dd this reverts commit 0fba2f1a6eb6861206ad120a02af2643938082cd cf http github com tat w3m commit 0fba2f1a6eb6861206ad120a02af2643938082cd commitcomment 18703355";"good"
"5753";"591";"rar reader fix use after free if read_data_compressed return archive_failed the caller is allowed to continue with next archive header we need to set rar start_new_table after the ppmd7_context got freed otherwise it won t be allocated again reported by os fuzz issue 2582";"bad"
"5754";"8980";"fixed cve 2018 8787 thanks to eyal itkin from check point software technology";"good"
"5755";"5817";"bug 4899 security csrf vulnerability in setup signed off by madhura jayaratne madhura cj gmail com";"bad"
"5756";"8424";"v1 0 12";"good"
"5757";"5294";"netdevice h net core dev c convert netdev_ level logging macro to function reduces an x86 defconfig text and data 2k text is smaller data is larger size vmlinux text data bs dec hex filename 7198862 720112 1366288 9285262 8dae8e vmlinux 7205273 716016 1366288 9287577 8db799 vmlinux device_h us pv and struct va_format format argument are verified before printk signed off by joe perch joe perch com acked by greg kroah hartman gregkh suse de signed off by david s miller davem davemloft net";"bad"
"5758";"8692";"update readme md";"good"
"5759";"9431";"fix merge mistake";"good"
"5760";"1222";"fixed that time logging form may disclose subject of issue that are not visible 21150 patch by holger just git svn id http svn redmine org redmine trunk 14795 e93f8b46 1217 0410 a6f0 8f06a7374b81";"bad"
"5761";"4344";"merge pull request 85 from jenkinsci cert security 371 staplerproxy security 371 secure all administrative monitor";"bad"
"5762";"9421";"updated news";"good"
"5763";"12015";"fixed thumbnail issue on news menu";"good"
"5764";"1970";"ensure uid in fetch_uidl";"bad"
"5765";"11148";"neighbour update neigh timestamps iff update is effective it s a common practice to send gratuitous arp after moving an ip address to another device to speed up healing of a service to fulfill service availability constraint the timing of network peer updating their cache to point to a new location of an ip address can be particularly important sometimes neigh_update call won t touch neither lladdr nor state for example if an update arrives in locktime interval the neigh updated value is tested by the protocol specific neigh code which in turn will influence whether neigh_update_f_override get set in the call to neigh_update or not a a result we may effectively ignore the update request bailing out of touching the neigh entry except that we still bump it timestamps inside neigh_update this may be a problem for update arriving in quick succession for example consider the following scenario a service is moved to another device with it ip address the new device sends three gratuitous arp request into the network with 1 second interval between them just before the first request arrives to one of network peer node it neigh entry for the ip address transition from stale to delay this transition among other thing update neigh updated once the kernel receives the first gratuitous arp it ignores it because it arrival time is inside the locktime interval the kernel still bump neigh updated then the second gratuitous arp request arrives and it s also ignored because it s still in the new locktime interval same happens for the third request the node eventually heals itself after delay_first_probe_time second since the initial transition to delay state but it just wasted some time and require a new arp request reply round trip this unfortunate behaviour both put more load on the network a well a reduces service availability this patch change neigh_update so that it bump neigh updated a well a neigh confirmed only once we are sure that either lladdr or entry state will change in the scenario described above it mean that the second gratuitous arp request will actually update the entry lladdr ideally we would update the neigh entry on the very first gratuitous arp request the locktime mechanism is designed to ignore arp update in a short timeframe after a previous arp update wa honoured by the kernel layer this would require tracking timestamps for state transition separately from timestamps when actual update are received this would probably involve change in neighbour struct therefore the patch doesn t tackle the issue of the first gratuitous apr ignored leaving it for a follow up signed off by ihar hrachyshka ihrachys redhat com signed off by david s miller davem davemloft net";"good"
"5766";"12120";"security x for few item see 3703";"good"
"5767";"1173";"sanitize user input replace the specific special character with code a defined in ldap specification close 21";"bad"
"5768";"7432";"make rhnservletlistenertest not extend rhnbasetestcase this to workaround a possible hibernate bug with concurrentmodificationexception http hibernate atlassian net browse hhh 6746";"good"
"5769";"12291";"bug 4505 security x in view operation page signed off by marc delisle marc infomarc info";"good"
"5770";"12297";"translated using weblate slovenian currently translated at 100 0 2768 of 2768";"good"
"5771";"12143";"fix added missing view file some small fix pymisp version bump";"good"
"5772";"361";"fix 2370";"bad"
"5773";"146";"fix security fix persistent x via discussion link via javascript link low impact a it requires user interaction to trigger a reported by joão lucas melo brasio from elytron security s a http elytronsecurity com";"bad"
"5774";"5709";"fix x attack from wordpress post title 271";"bad"
"5775";"11674";"up";"good"
"5776";"2072";"for 4 9 3 cve 2018 16228 hncp make buffer access safer print_prefix ha a buffer and doe not initialize it it may call decode_prefix6 which also doe not initialize the buffer on invalid input when that happens make sure to return from print_prefix before trying to print the still uninitialized buffer this fix a buffer over read discovered by wang junjie of 360 esg codesafe team add a test using the capture file supplied by the reporter s";"bad"
"5777";"586";"customizable page route 748 making some of the page route related class reusable added possibility to extend sitemapnavigator co authored by tara nakonechnyi tara nakonechnyi orckestra com";"bad"
